entry_id,created_at,pir,ir,color code,alert,part_name,part_type,material,product_id,defect_type,defect_location
3809,2025-06-09T09:26:50+00:00,0,0,0,0,Engine Oil Filter,Fuel System,Plastic,13809,Cosmetic,Internal
3810,2025-06-09T09:16:41+00:00,1,0,1,0,Air Filter,Exterior,Synthetic,13810,Functional,Component
3811,2025-06-09T10:02:39+00:00,1,0,0,0,Alternator,Fuel System,Aluminum,13811,Functional,Surface
3812,2025-06-09T09:56:24+00:00,0,0,0,0,Headlight Assembly,Electrical,Synthetic,13812,Functional,Internal
3813,2025-06-09T09:15:21+00:00,1,0,0,1,Air Filter,Exterior,Aluminum,13813,Functional,Component
3814,2025-06-09T09:07:15+00:00,1,0,0,1,Brake Pad,Lighting,Aluminum,13814,Structural,Surface
3815,2025-06-09T10:16:34+00:00,0,0,0,0,Headlight Assembly,Electrical,Ceramic,13815,Cosmetic,Surface
3816,2025-06-09T10:00:40+00:00,0,0,0,1,Radiator,Cooling,Plastic,13816,Structural,Surface
3817,2025-06-09T09:12:24+00:00,1,0,0,1,Spark Plug,Engine Parts,Synthetic,13817,Functional,Internal
3818,2025-06-09T10:01:22+00:00,1,0,0,1,Brake Pad,Fuel System,Ceramic,13818,Structural,Component
3819,2025-06-09T09:25:52+00:00,1,0,1,1,Air Filter,Cooling,Ceramic,13819,Structural,Internal
3820,2025-06-09T09:48:16+00:00,0,0,0,0,Engine Oil Filter,Electrical,Ceramic,13820,Cosmetic,Component
3821,2025-06-09T09:49:12+00:00,1,0,0,1,Radiator,Engine Parts,Synthetic,13821,Functional,Surface
3822,2025-06-09T10:00:21+00:00,1,0,0,1,Windshield Wiper,Ignition,Synthetic,13822,Structural,Component
3823,2025-06-09T10:02:20+00:00,1,0,0,0,Alternator,Electrical,Metal,13823,Cosmetic,Surface
3824,2025-06-09T10:11:54+00:00,1,0,0,0,Radiator,Electrical,Aluminum,13824,Structural,Internal
3825,2025-06-09T09:48:53+00:00,1,0,2,0,Engine Oil Filter,Exterior,Ceramic,13825,Functional,Component
3826,2025-06-09T10:18:09+00:00,1,0,0,0,Battery,Brake System,Metal,13826,Structural,Component
3827,2025-06-09T10:09:32+00:00,1,1,0,1,Spark Plug,Brake System,Plastic,13827,Functional,Surface
3828,2025-06-09T09:31:35+00:00,0,0,0,1,Headlight Assembly,Fuel System,Synthetic,13828,Structural,Component
3829,2025-06-09T09:44:02+00:00,0,0,0,1,Alternator,Fuel System,Metal,13829,Cosmetic,Surface
3830,2025-06-09T10:06:13+00:00,0,0,0,0,Air Filter,Fuel System,Synthetic,13830,Functional,Surface
3831,2025-06-09T10:04:14+00:00,1,0,0,1,Brake Pad,Engine Parts,Synthetic,13831,Structural,Component
3832,2025-06-09T09:30:57+00:00,0,0,1,1,Air Filter,Fuel System,Aluminum,13832,Cosmetic,Internal
3833,2025-06-09T10:00:40+00:00,1,0,0,1,Engine Oil Filter,Lighting,Metal,13833,Structural,Internal
3834,2025-06-09T10:15:55+00:00,1,1,0,1,Headlight Assembly,Ignition,Synthetic,13834,Functional,Internal
3835,2025-06-09T10:10:13+00:00,0,0,0,1,Air Filter,Cooling,Synthetic,13835,Cosmetic,Surface
3836,2025-06-09T09:32:12+00:00,1,0,0,1,Air Filter,Cooling,Synthetic,13836,Structural,Component
3837,2025-06-09T09:59:43+00:00,1,0,3,0,Headlight Assembly,Fuel System,Plastic,13837,Functional,Surface
3838,2025-06-09T09:47:56+00:00,1,0,1,0,Spark Plug,Ignition,Aluminum,13838,Structural,Internal
3839,2025-06-09T09:23:58+00:00,1,0,0,0,Brake Pad,Engine Parts,Metal,13839,Cosmetic,Internal
3840,2025-06-09T10:04:15+00:00,0,0,0,0,Air Filter,Fuel System,Plastic,13840,Structural,Component
3841,2025-06-09T09:44:02+00:00,0,0,0,1,Alternator,Electrical,Ceramic,13841,Functional,Component
3842,2025-06-09T09:22:42+00:00,0,0,0,0,Battery,Fuel System,Aluminum,13842,Functional,Surface
3843,2025-06-09T10:07:30+00:00,1,0,0,1,Air Filter,Fuel System,Synthetic,13843,Cosmetic,Surface
3844,2025-06-09T09:53:05+00:00,1,0,0,1,Radiator,Engine Parts,Plastic,13844,Cosmetic,Component
3845,2025-06-09T09:47:37+00:00,1,0,0,1,Windshield Wiper,Ignition,Ceramic,13845,Functional,Internal
3846,2025-06-09T09:23:01+00:00,0,0,1,0,Air Filter,Ignition,Aluminum,13846,Structural,Internal
3847,2025-06-09T09:13:21+00:00,0,0,2,0,Brake Pad,Electrical,Metal,13847,Cosmetic,Internal
3848,2025-06-09T09:43:43+00:00,1,0,0,1,Windshield Wiper,Brake System,Ceramic,13848,Cosmetic,Internal
3849,2025-06-09T10:15:13+00:00,0,0,0,0,Radiator,Fuel System,Aluminum,13849,Structural,Component
3850,2025-06-09T10:15:36+00:00,1,0,0,1,Spark Plug,Engine Parts,Plastic,13850,Functional,Surface
3851,2025-06-09T09:36:44+00:00,1,0,0,1,Brake Pad,Fuel System,Ceramic,13851,Structural,Surface
3852,2025-06-09T09:53:04+00:00,0,0,0,0,Headlight Assembly,Engine Parts,Plastic,13852,Cosmetic,Internal
3853,2025-06-09T09:27:09+00:00,1,0,0,0,Spark Plug,Engine Parts,Metal,13853,Functional,Component
3854,2025-06-09T10:15:13+00:00,1,0,0,1,Alternator,Ignition,Synthetic,13854,Functional,Internal
3855,2025-06-09T09:46:59+00:00,1,0,0,1,Alternator,Cooling,Aluminum,13855,Cosmetic,Internal
3856,2025-06-09T09:17:38+00:00,1,0,0,0,Spark Plug,Engine Parts,Plastic,13856,Structural,Internal
3857,2025-06-09T09:09:11+00:00,1,0,1,1,Engine Oil Filter,Electrical,Ceramic,13857,Cosmetic,Internal
3858,2025-06-09T09:44:39+00:00,1,0,0,1,Brake Pad,Electrical,Aluminum,13858,Cosmetic,Component
3859,2025-06-09T09:47:36+00:00,0,0,0,1,Brake Pad,Electrical,Ceramic,13859,Cosmetic,Internal
3860,2025-06-09T09:37:04+00:00,0,0,0,1,Brake Pad,Engine Parts,Aluminum,13860,Cosmetic,Surface
3861,2025-06-09T10:14:55+00:00,1,0,0,1,Air Filter,Lighting,Ceramic,13861,Structural,Surface
3862,2025-06-09T09:09:49+00:00,1,0,0,1,Fuel Tank,Ignition,Aluminum,13862,Functional,Internal
3863,2025-06-09T09:46:59+00:00,1,0,0,1,Brake Pad,Electrical,Plastic,13863,Cosmetic,Internal
3864,2025-06-09T10:16:53+00:00,0,0,0,0,Alternator,Ignition,Ceramic,13864,Functional,Internal
3865,2025-06-09T09:13:20+00:00,1,0,0,0,Battery,Fuel System,Aluminum,13865,Functional,Internal
3866,2025-06-09T09:16:20+00:00,0,0,0,0,Spark Plug,Engine Parts,Ceramic,13866,Structural,Component
3867,2025-06-09T09:38:04+00:00,0,0,0,1,Engine Oil Filter,Electrical,Ceramic,13867,Cosmetic,Internal
3868,2025-06-09T09:08:32+00:00,1,0,0,1,Radiator,Engine Parts,Plastic,13868,Functional,Surface
3869,2025-06-09T09:11:06+00:00,0,0,2,1,Spark Plug,Electrical,Ceramic,13869,Structural,Internal
3870,2025-06-09T09:41:02+00:00,1,0,0,1,Headlight Assembly,Fuel System,Ceramic,13870,Cosmetic,Component
3871,2025-06-09T09:14:19+00:00,0,0,0,1,Engine Oil Filter,Brake System,Synthetic,13871,Structural,Internal
3872,2025-06-09T09:51:09+00:00,0,0,0,0,Windshield Wiper,Ignition,Synthetic,13872,Structural,Internal
3873,2025-06-09T10:14:53+00:00,0,0,0,1,Brake Pad,Ignition,Ceramic,13873,Cosmetic,Component
3874,2025-06-09T10:14:55+00:00,0,0,1,0,Engine Oil Filter,Fuel System,Aluminum,13874,Functional,Internal
3875,2025-06-09T10:14:55+00:00,1,0,0,0,Windshield Wiper,Exterior,Plastic,13875,Cosmetic,Component
3876,2025-06-09T09:17:38+00:00,0,0,0,1,Air Filter,Fuel System,Ceramic,13876,Structural,Surface
3877,2025-06-09T10:09:33+00:00,1,0,0,0,Spark Plug,Engine Parts,Plastic,13877,Functional,Component
3878,2025-06-09T09:18:53+00:00,0,0,0,0,Windshield Wiper,Engine Parts,Ceramic,13878,Structural,Internal
3879,2025-06-09T10:11:33+00:00,1,0,0,0,Headlight Assembly,Cooling,Ceramic,13879,Structural,Component
3880,2025-06-09T09:57:25+00:00,0,0,1,0,Windshield Wiper,Engine Parts,Ceramic,13880,Cosmetic,Component
3881,2025-06-09T10:15:13+00:00,1,0,0,0,Engine Oil Filter,Brake System,Aluminum,13881,Cosmetic,Component
3882,2025-06-09T09:46:20+00:00,1,0,0,0,Alternator,Brake System,Synthetic,13882,Cosmetic,Surface
3883,2025-06-09T09:57:25+00:00,0,0,2,1,Spark Plug,Brake System,Plastic,13883,Structural,Internal
3884,2025-06-09T09:13:40+00:00,1,0,0,0,Alternator,Fuel System,Aluminum,13884,Structural,Surface
3885,2025-06-09T10:02:21+00:00,0,0,0,0,Battery,Engine Parts,Ceramic,13885,Cosmetic,Internal
3886,2025-06-09T09:49:33+00:00,1,1,0,0,Air Filter,Engine Parts,Metal,13886,Cosmetic,Internal
3887,2025-06-09T10:04:14+00:00,1,0,1,0,Windshield Wiper,Electrical,Plastic,13887,Functional,Internal
3888,2025-06-09T09:26:49+00:00,1,0,0,0,Alternator,Fuel System,Aluminum,13888,Structural,Component
3889,2025-06-09T10:16:52+00:00,0,0,0,0,Engine Oil Filter,Brake System,Ceramic,13889,Cosmetic,Component
3890,2025-06-09T09:14:00+00:00,1,0,0,1,Air Filter,Electrical,Synthetic,13890,Cosmetic,Internal
3891,2025-06-09T10:14:35+00:00,1,0,0,0,Windshield Wiper,Brake System,Synthetic,13891,Functional,Component
3892,2025-06-09T09:40:02+00:00,1,0,0,1,Spark Plug,Cooling,Plastic,13892,Functional,Internal
3893,2025-06-09T09:39:43+00:00,1,0,0,0,Engine Oil Filter,Brake System,Plastic,13893,Structural,Surface
3894,2025-06-09T09:30:01+00:00,1,0,0,0,Windshield Wiper,Lighting,Aluminum,13894,Functional,Internal
3895,2025-06-09T10:16:15+00:00,0,0,0,1,Radiator,Fuel System,Ceramic,13895,Structural,Surface
3896,2025-06-09T09:50:51+00:00,1,0,0,0,Headlight Assembly,Fuel System,Aluminum,13896,Structural,Internal
3897,2025-06-09T09:32:49+00:00,1,0,0,0,Headlight Assembly,Electrical,Aluminum,13897,Functional,Surface
3898,2025-06-09T09:55:23+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,13898,Structural,Surface
3899,2025-06-09T10:16:34+00:00,1,1,0,0,Engine Oil Filter,Engine Parts,Aluminum,13899,Functional,Internal
3900,2025-06-09T09:15:59+00:00,1,0,0,1,Brake Pad,Brake System,Plastic,13900,Structural,Surface
3901,2025-06-09T09:43:10+00:00,1,0,0,1,Alternator,Engine Parts,Ceramic,13901,Structural,Surface
3902,2025-06-09T09:21:25+00:00,1,0,0,1,Spark Plug,Electrical,Plastic,13902,Structural,Internal
3903,2025-06-09T09:09:49+00:00,1,0,0,0,Alternator,Engine Parts,Ceramic,13903,Functional,Surface
3904,2025-06-09T09:06:33+00:00,1,1,0,0,Fuel Tank,Electrical,Ceramic,13904,Functional,Surface
3905,2025-06-09T10:06:14+00:00,1,0,2,0,Battery,Engine Parts,Plastic,13905,Structural,Component
3906,2025-06-09T10:03:18+00:00,0,0,0,0,Windshield Wiper,Engine Parts,Ceramic,13906,Functional,Internal
3907,2025-06-09T09:41:42+00:00,1,0,0,1,Headlight Assembly,Exterior,Ceramic,13907,Structural,Component
3908,2025-06-09T09:32:49+00:00,0,0,3,1,Windshield Wiper,Fuel System,Metal,13908,Structural,Surface
3909,2025-06-09T10:02:40+00:00,1,0,0,1,Engine Oil Filter,Lighting,Synthetic,13909,Structural,Internal
3910,2025-06-09T09:42:41+00:00,0,0,0,1,Headlight Assembly,Exterior,Synthetic,13910,Structural,Component
3911,2025-06-09T09:43:43+00:00,1,0,0,0,Alternator,Electrical,Aluminum,13911,Structural,Internal
3912,2025-06-09T10:04:15+00:00,1,0,0,1,Alternator,Electrical,Aluminum,13912,Cosmetic,Internal
3913,2025-06-09T09:33:45+00:00,0,0,0,0,Battery,Brake System,Aluminum,13913,Functional,Component
3914,2025-06-09T10:14:55+00:00,1,0,0,0,Engine Oil Filter,Engine Parts,Aluminum,13914,Functional,Internal
3915,2025-06-09T09:23:21+00:00,1,0,0,0,Headlight Assembly,Fuel System,Aluminum,13915,Cosmetic,Surface
3916,2025-06-09T09:12:03+00:00,1,0,0,0,Spark Plug,Engine Parts,Synthetic,13916,Cosmetic,Internal
3917,2025-06-09T10:12:16+00:00,1,0,1,1,Radiator,Engine Parts,Ceramic,13917,Structural,Component
3918,2025-06-09T09:33:27+00:00,1,0,0,1,Air Filter,Ignition,Metal,13918,Structural,Component
3919,2025-06-09T09:07:14+00:00,0,0,0,1,Engine Oil Filter,Engine Parts,Plastic,13919,Functional,Surface
3920,2025-06-09T10:02:02+00:00,1,0,0,0,Headlight Assembly,Engine Parts,Plastic,13920,Functional,Component
3921,2025-06-09T10:11:54+00:00,0,0,0,0,Brake Pad,Electrical,Metal,13921,Functional,Component
3922,2025-06-09T09:34:06+00:00,1,0,0,0,Battery,Engine Parts,Ceramic,13922,Cosmetic,Internal
3923,2025-06-09T09:44:39+00:00,0,0,0,1,Alternator,Exterior,Synthetic,13923,Functional,Component
3924,2025-06-09T09:22:23+00:00,0,0,0,0,Spark Plug,Engine Parts,Aluminum,13924,Cosmetic,Surface
3925,2025-06-09T09:07:54+00:00,0,0,0,0,Headlight Assembly,Electrical,Metal,13925,Functional,Internal
3926,2025-06-09T09:57:47+00:00,0,0,0,1,Radiator,Brake System,Aluminum,13926,Functional,Surface
3927,2025-06-09T10:09:51+00:00,0,0,0,1,Alternator,Fuel System,Plastic,13927,Cosmetic,Internal
3928,2025-06-09T09:57:47+00:00,0,0,0,1,Headlight Assembly,Cooling,Ceramic,13928,Functional,Internal
3929,2025-06-09T09:30:00+00:00,0,0,0,1,Alternator,Brake System,Synthetic,13929,Functional,Component
3930,2025-06-09T10:11:54+00:00,0,0,0,0,Engine Oil Filter,Exterior,Aluminum,13930,Cosmetic,Internal
3931,2025-06-09T10:04:51+00:00,0,0,0,1,Alternator,Engine Parts,Aluminum,13931,Cosmetic,Internal
3932,2025-06-09T09:20:08+00:00,0,0,0,0,Radiator,Engine Parts,Ceramic,13932,Structural,Component
3933,2025-06-09T09:36:06+00:00,0,0,1,0,Brake Pad,Engine Parts,Aluminum,13933,Cosmetic,Internal
3934,2025-06-09T09:38:44+00:00,1,0,2,0,Spark Plug,Engine Parts,Synthetic,13934,Cosmetic,Internal
3935,2025-06-09T10:13:00+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,13935,Functional,Internal
3936,2025-06-09T10:06:54+00:00,0,0,0,0,Air Filter,Cooling,Aluminum,13936,Functional,Surface
3937,2025-06-09T09:38:24+00:00,1,0,0,1,Windshield Wiper,Electrical,Ceramic,13937,Functional,Internal
3938,2025-06-09T09:12:44+00:00,0,0,0,1,Headlight Assembly,Electrical,Aluminum,13938,Cosmetic,Internal
3939,2025-06-09T10:06:33+00:00,1,1,0,0,Fuel Tank,Engine Parts,Plastic,13939,Cosmetic,Surface
3940,2025-06-09T10:08:34+00:00,0,1,0,0,Air Filter,Engine Parts,Aluminum,13940,Cosmetic,Component
3941,2025-06-09T09:29:41+00:00,1,0,0,1,Brake Pad,Electrical,Ceramic,13941,Functional,Component
3942,2025-06-09T09:15:21+00:00,0,0,0,0,Battery,Engine Parts,Ceramic,13942,Cosmetic,Component
3943,2025-06-09T09:22:41+00:00,0,0,0,1,Engine Oil Filter,Fuel System,Aluminum,13943,Cosmetic,Component
3944,2025-06-09T09:09:30+00:00,1,0,0,1,Radiator,Engine Parts,Plastic,13944,Structural,Internal
3945,2025-06-09T10:00:03+00:00,0,0,0,1,Engine Oil Filter,Ignition,Plastic,13945,Structural,Internal
3946,2025-06-09T10:04:15+00:00,1,1,0,1,Air Filter,Engine Parts,Ceramic,13946,Cosmetic,Surface
3947,2025-06-09T09:23:00+00:00,0,0,0,0,Alternator,Brake System,Ceramic,13947,Structural,Surface
3948,2025-06-09T10:09:13+00:00,1,0,2,1,Brake Pad,Brake System,Plastic,13948,Functional,Internal
3949,2025-06-09T09:09:30+00:00,1,0,0,0,Fuel Tank,Engine Parts,Plastic,13949,Structural,Internal
3950,2025-06-09T09:24:37+00:00,1,0,0,1,Headlight Assembly,Ignition,Ceramic,13950,Functional,Surface
3951,2025-06-09T10:06:34+00:00,0,0,0,1,Air Filter,Lighting,Aluminum,13951,Functional,Internal
3952,2025-06-09T09:22:41+00:00,1,0,0,0,Headlight Assembly,Cooling,Aluminum,13952,Functional,Component
3953,2025-06-09T09:54:22+00:00,0,1,0,1,Spark Plug,Fuel System,Plastic,13953,Functional,Internal
3954,2025-06-09T09:54:03+00:00,1,0,0,1,Headlight Assembly,Electrical,Metal,13954,Cosmetic,Internal
3955,2025-06-09T09:58:27+00:00,0,0,0,0,Brake Pad,Engine Parts,Synthetic,13955,Structural,Internal
3956,2025-06-09T09:28:43+00:00,0,0,0,1,Alternator,Engine Parts,Ceramic,13956,Structural,Internal
3957,2025-06-09T10:08:11+00:00,1,0,0,0,Alternator,Lighting,Aluminum,13957,Cosmetic,Component
3958,2025-06-09T10:02:20+00:00,0,0,0,0,Engine Oil Filter,Brake System,Ceramic,13958,Structural,Internal
3959,2025-06-09T09:42:20+00:00,0,0,0,1,Engine Oil Filter,Exterior,Aluminum,13959,Functional,Component
3960,2025-06-09T09:32:13+00:00,1,0,0,1,Spark Plug,Engine Parts,Aluminum,13960,Functional,Component
3961,2025-06-09T09:53:43+00:00,1,0,0,1,Radiator,Brake System,Ceramic,13961,Structural,Surface
3962,2025-06-09T09:57:28+00:00,1,0,0,1,Radiator,Fuel System,Aluminum,13962,Structural,Internal
3963,2025-06-09T10:11:12+00:00,0,0,0,1,Engine Oil Filter,Electrical,Ceramic,13963,Cosmetic,Internal
3964,2025-06-09T10:06:13+00:00,0,1,0,1,Headlight Assembly,Engine Parts,Plastic,13964,Functional,Surface
3965,2025-06-09T10:02:58+00:00,1,0,2,0,Engine Oil Filter,Engine Parts,Synthetic,13965,Structural,Internal
3966,2025-06-09T09:14:19+00:00,1,0,0,1,Battery,Cooling,Aluminum,13966,Functional,Internal
3967,2025-06-09T10:14:53+00:00,0,0,0,0,Headlight Assembly,Exterior,Aluminum,13967,Cosmetic,Internal
3968,2025-06-09T09:46:59+00:00,1,0,2,0,Air Filter,Lighting,Aluminum,13968,Functional,Surface
3969,2025-06-09T10:10:13+00:00,0,0,0,1,Battery,Engine Parts,Plastic,13969,Structural,Internal
3970,2025-06-09T09:50:50+00:00,0,0,0,0,Spark Plug,Ignition,Plastic,13970,Functional,Surface
3971,2025-06-09T09:18:15+00:00,1,0,0,0,Spark Plug,Ignition,Plastic,13971,Cosmetic,Internal
3972,2025-06-09T09:22:23+00:00,1,0,0,1,Battery,Brake System,Ceramic,13972,Structural,Component
3973,2025-06-09T09:57:46+00:00,0,0,0,1,Spark Plug,Electrical,Plastic,13973,Structural,Internal
3974,2025-06-09T09:07:54+00:00,1,1,0,1,Headlight Assembly,Fuel System,Ceramic,13974,Cosmetic,Internal
3975,2025-06-09T10:04:15+00:00,1,0,0,0,Alternator,Fuel System,Aluminum,13975,Cosmetic,Component
3976,2025-06-09T09:23:59+00:00,1,0,0,1,Alternator,Electrical,Aluminum,13976,Functional,Component
3977,2025-06-09T09:25:14+00:00,1,0,0,1,Radiator,Engine Parts,Synthetic,13977,Functional,Component
3978,2025-06-09T10:00:04+00:00,1,0,0,1,Fuel Tank,Electrical,Aluminum,13978,Functional,Surface
3979,2025-06-09T10:02:20+00:00,1,0,0,0,Air Filter,Engine Parts,Synthetic,13979,Structural,Surface
3980,2025-06-09T09:34:25+00:00,0,0,0,0,Alternator,Cooling,Ceramic,13980,Functional,Internal
3981,2025-06-09T10:03:56+00:00,0,1,0,0,Alternator,Brake System,Plastic,13981,Functional,Surface
3982,2025-06-09T09:16:20+00:00,1,0,0,0,Battery,Exterior,Metal,13982,Structural,Internal
3983,2025-06-09T09:41:22+00:00,1,0,1,0,Alternator,Fuel System,Ceramic,13983,Structural,Component
3984,2025-06-09T09:23:01+00:00,1,0,0,0,Fuel Tank,Fuel System,Plastic,13984,Cosmetic,Internal
3985,2025-06-09T10:15:55+00:00,1,0,0,0,Brake Pad,Fuel System,Ceramic,13985,Structural,Surface
3986,2025-06-09T09:59:43+00:00,1,0,0,1,Engine Oil Filter,Ignition,Plastic,13986,Cosmetic,Surface
3987,2025-06-09T09:55:42+00:00,1,1,1,0,Engine Oil Filter,Exterior,Plastic,13987,Structural,Component
3988,2025-06-09T09:58:06+00:00,1,0,0,0,Air Filter,Lighting,Metal,13988,Structural,Internal
3989,2025-06-09T09:13:20+00:00,1,0,0,1,Spark Plug,Electrical,Plastic,13989,Cosmetic,Internal
3990,2025-06-09T10:02:20+00:00,1,0,0,1,Headlight Assembly,Electrical,Aluminum,13990,Structural,Internal
3991,2025-06-09T09:44:39+00:00,0,0,0,1,Alternator,Fuel System,Ceramic,13991,Cosmetic,Internal
3992,2025-06-09T10:10:13+00:00,0,0,0,1,Headlight Assembly,Cooling,Metal,13992,Functional,Surface
3993,2025-06-09T09:25:52+00:00,1,0,0,1,Air Filter,Fuel System,Plastic,13993,Cosmetic,Internal
3994,2025-06-09T09:43:10+00:00,1,0,0,1,Battery,Ignition,Ceramic,13994,Structural,Component
3995,2025-06-09T10:10:52+00:00,0,0,0,0,Spark Plug,Engine Parts,Ceramic,13995,Functional,Component
3996,2025-06-09T09:36:44+00:00,1,0,0,0,Radiator,Ignition,Aluminum,13996,Structural,Internal
3997,2025-06-09T09:57:04+00:00,1,0,0,1,Air Filter,Ignition,Ceramic,13997,Functional,Internal
3998,2025-06-09T10:13:57+00:00,1,0,0,0,Brake Pad,Brake System,Plastic,13998,Functional,Internal
3999,2025-06-09T09:47:37+00:00,1,0,0,1,Windshield Wiper,Brake System,Ceramic,13999,Cosmetic,Surface
4000,2025-06-09T09:42:19+00:00,1,0,0,0,Windshield Wiper,Engine Parts,Aluminum,14000,Functional,Internal
4001,2025-06-09T09:45:41+00:00,0,0,0,1,Spark Plug,Engine Parts,Ceramic,14001,Functional,Internal
4002,2025-06-09T09:59:44+00:00,0,0,0,1,Headlight Assembly,Electrical,Ceramic,14002,Functional,Component
4003,2025-06-09T09:35:23+00:00,0,0,0,1,Battery,Brake System,Ceramic,14003,Cosmetic,Surface
4004,2025-06-09T09:16:41+00:00,1,0,0,0,Spark Plug,Exterior,Metal,14004,Cosmetic,Internal
4005,2025-06-09T10:02:59+00:00,1,0,0,0,Brake Pad,Fuel System,Aluminum,14005,Functional,Surface
4006,2025-06-09T09:11:44+00:00,1,0,2,1,Spark Plug,Ignition,Ceramic,14006,Functional,Component
4007,2025-06-09T10:12:16+00:00,0,1,0,1,Fuel Tank,Ignition,Aluminum,14007,Functional,Internal
4008,2025-06-09T09:29:41+00:00,1,1,0,0,Spark Plug,Electrical,Aluminum,14008,Functional,Internal
4009,2025-06-09T09:19:11+00:00,0,0,0,0,Brake Pad,Engine Parts,Plastic,14009,Cosmetic,Internal
4010,2025-06-09T09:30:01+00:00,1,0,1,1,Spark Plug,Engine Parts,Ceramic,14010,Functional,Internal
4011,2025-06-09T09:20:27+00:00,1,0,0,0,Spark Plug,Engine Parts,Aluminum,14011,Structural,Internal
4012,2025-06-09T09:09:30+00:00,1,0,0,1,Alternator,Electrical,Aluminum,14012,Structural,Internal
4013,2025-06-09T09:35:05+00:00,0,0,0,0,Battery,Engine Parts,Metal,14013,Structural,Internal
4014,2025-06-09T09:53:04+00:00,1,0,0,0,Brake Pad,Engine Parts,Plastic,14014,Structural,Surface
4015,2025-06-09T10:02:58+00:00,0,1,0,1,Alternator,Brake System,Ceramic,14015,Cosmetic,Component
4016,2025-06-09T09:31:34+00:00,1,0,0,1,Battery,Cooling,Ceramic,14016,Cosmetic,Internal
4017,2025-06-09T10:02:20+00:00,0,0,0,1,Battery,Engine Parts,Plastic,14017,Cosmetic,Internal
4018,2025-06-09T10:12:16+00:00,1,0,0,1,Battery,Electrical,Synthetic,14018,Structural,Component
4019,2025-06-09T09:31:15+00:00,0,0,1,1,Engine Oil Filter,Lighting,Aluminum,14019,Structural,Internal
4020,2025-06-09T09:48:53+00:00,0,0,0,1,Brake Pad,Electrical,Plastic,14020,Structural,Component
4021,2025-06-09T09:35:46+00:00,0,0,0,1,Brake Pad,Brake System,Plastic,14021,Functional,Internal
4022,2025-06-09T09:51:09+00:00,0,0,0,1,Radiator,Engine Parts,Metal,14022,Functional,Internal
4023,2025-06-09T09:19:12+00:00,0,0,0,0,Spark Plug,Exterior,Aluminum,14023,Structural,Internal
4024,2025-06-09T09:54:03+00:00,0,0,0,1,Battery,Cooling,Aluminum,14024,Functional,Component
4025,2025-06-09T09:45:22+00:00,1,0,0,1,Engine Oil Filter,Fuel System,Plastic,14025,Functional,Component
4026,2025-06-09T10:07:13+00:00,0,0,3,1,Alternator,Fuel System,Synthetic,14026,Cosmetic,Component
4027,2025-06-09T09:51:09+00:00,1,0,0,0,Spark Plug,Engine Parts,Ceramic,14027,Structural,Internal
4028,2025-06-09T09:57:47+00:00,1,0,0,1,Brake Pad,Engine Parts,Ceramic,14028,Cosmetic,Surface
4029,2025-06-09T09:25:52+00:00,0,0,0,0,Radiator,Electrical,Ceramic,14029,Structural,Component
4030,2025-06-09T09:48:53+00:00,0,0,0,0,Radiator,Engine Parts,Plastic,14030,Cosmetic,Internal
4031,2025-06-09T09:56:42+00:00,0,0,0,1,Engine Oil Filter,Ignition,Plastic,14031,Structural,Surface
4032,2025-06-09T09:13:02+00:00,1,0,0,1,Alternator,Fuel System,Synthetic,14032,Functional,Component
4033,2025-06-09T10:06:13+00:00,1,0,0,1,Spark Plug,Engine Parts,Ceramic,14033,Cosmetic,Surface
4034,2025-06-09T10:09:32+00:00,1,0,0,1,Spark Plug,Fuel System,Synthetic,14034,Structural,Component
4035,2025-06-09T09:42:41+00:00,0,0,0,1,Spark Plug,Exterior,Synthetic,14035,Functional,Component
4036,2025-06-09T09:43:10+00:00,1,0,0,1,Spark Plug,Ignition,Aluminum,14036,Cosmetic,Internal
4037,2025-06-09T09:43:42+00:00,1,0,0,0,Alternator,Engine Parts,Aluminum,14037,Structural,Internal
4038,2025-06-09T09:09:29+00:00,1,1,0,0,Brake Pad,Exterior,Plastic,14038,Functional,Component
4039,2025-06-09T09:21:25+00:00,0,0,0,0,Air Filter,Exterior,Ceramic,14039,Cosmetic,Internal
4040,2025-06-09T09:42:02+00:00,1,0,0,1,Engine Oil Filter,Electrical,Aluminum,14040,Structural,Surface
4041,2025-06-09T10:07:50+00:00,0,1,0,1,Air Filter,Cooling,Metal,14041,Functional,Component
4042,2025-06-09T09:55:23+00:00,1,0,0,1,Headlight Assembly,Electrical,Ceramic,14042,Cosmetic,Surface
4043,2025-06-09T10:14:34+00:00,0,0,0,1,Headlight Assembly,Ignition,Plastic,14043,Functional,Internal
4044,2025-06-09T09:50:14+00:00,1,0,0,1,Headlight Assembly,Engine Parts,Aluminum,14044,Structural,Surface
4045,2025-06-09T10:04:15+00:00,1,0,0,0,Air Filter,Engine Parts,Ceramic,14045,Cosmetic,Surface
4046,2025-06-09T10:12:37+00:00,0,0,0,0,Windshield Wiper,Ignition,Ceramic,14046,Functional,Internal
4047,2025-06-09T09:47:56+00:00,1,1,0,1,Engine Oil Filter,Electrical,Synthetic,14047,Functional,Surface
4048,2025-06-09T09:40:04+00:00,1,0,0,0,Headlight Assembly,Ignition,Synthetic,14048,Cosmetic,Component
